seed,ade_2s,ade_4s,ade_6s,fde,miss_rate,offroad,offroad_rate,wall_s
137,0.6195882671833907,1.5108029180489584,2.6884517557202754,6.2198115012022175,0.7666666666666667,,,1.8
138,0.6258176671904988,1.5399575084129715,2.761942634023927,6.427162885116959,0.78,,,2.1
139,0.6241403817843634,1.5312356065074921,2.715342618145579,6.25181947341917,0.7733333333333333,,,2.1
140,0.6170280573602073,1.4925231291002456,2.647785230914867,6.096276820880589,0.7466666666666667,,,1.9
141,0.6017788263761963,1.4593826892558668,2.5882616333359647,5.966251249426271,0.7733333333333333,,,1.9
142,0.614170525779628,1.494207250584171,2.661948564325491,6.159450511773303,0.7733333333333333,,,2.0
143,0.614557405993596,1.511718849197461,2.679911255888598,6.146017165855463,0.7533333333333333,,,1.9
144,0.6078296040818032,1.49523062725316,2.663684722446326,6.150016356034995,0.78,,,2.0
145,0.6131860874763128,1.5027336264822533,2.669012853067675,6.137029559606026,0.78,,,1.9
146,0.6040505670462024,1.4770317137929665,2.6207883643436394,6.032707094285285,0.7533333333333333,,,1.9
147,0.6123017177529534,1.4816273056923497,2.6290663266391734,6.044282348065142,0.7533333333333333,,,1.9
148,0.6012772604022601,1.4663161138273832,2.6244157423832997,6.091134015056432,0.78,,,1.9
149,0.6122409234854238,1.507284776722386,2.6987964954562655,6.272148405616258,0.7733333333333333,,,1.9
150,0.6317130641007225,1.559966372996913,2.7911853495865215,6.466330217067562,0.76,,,1.9
151,0.6107632605952672,1.501385424756458,2.6806056726128125,6.222727101883635,0.7666666666666667,,,1.9
152,0.6050735291599341,1.482303841624757,2.6306832664861086,6.052509429376455,0.76,,,1.9
153,0.62199755469034,1.5218759920086646,2.7073947842886668,6.240549784423276,0.7733333333333333,,,2.2
154,0.6216978707060467,1.5281887546441797,2.731318206428517,6.3288561322836845,0.7533333333333333,,,2.4
155,0.6208162848735739,1.5293609469210339,2.7296257452500994,6.301867701073335,0.7933333333333333,,,2.4
156,0.6083118520931847,1.4891249497999437,2.668592094104214,6.211181990848546,0.7666666666666667,,,2.5
157,0.6043216694057126,1.4868539563879226,2.650798939821466,6.130758425629625,0.7866666666666666,,,2.4
158,0.6048986693825228,1.4820390848898755,2.6367751324727053,6.098041784016891,0.76,,,2.4
159,0.6195888870055266,1.5163219790218605,2.694512539136398,6.215656345436925,0.7866666666666666,,,2.2
160,0.606164672551887,1.493447181208544,2.663697202645162,6.1584523221220175,0.7666666666666667,,,2.5
161,0.6160329951380459,1.5115265534889246,2.6945441167455146,6.222529710056497,0.7933333333333333,,,2.6
162,0.6069091992213269,1.487180237519596,2.6634848744130437,6.1849603069940535,0.7933333333333333,,,2.4
163,0.6079386048985514,1.4879729825591745,2.651646964633122,6.140265749179039,0.76,,,2.3
164,0.6147621536606619,1.510112189583629,2.680409321861367,6.180310325265009,0.78,,,2.4
165,0.607432946517509,1.4839034657427113,2.651009877308577,6.148828693525825,0.7666666666666667,,,2.4
166,0.6049549483259239,1.483555078540156,2.6491801165200504,6.13375687889826,0.7533333333333333,,,2.4
167,0.614988647888545,1.5000038644987648,2.6725264184171214,6.186803403582979,0.7666666666666667,,,2.3
168,0.6097986511185868,1.5032903301721412,2.68142398151298,6.2039400084434355,0.78,,,2.3
169,0.6016561761103748,1.475059276841979,2.6416241712831416,6.145214417539697,0.76,,,2.3
170,0.610327404076222,1.4791110044936042,2.64795497017384,6.158871248121474,0.7866666666666666,,,2.4
171,0.6122040943474595,1.492180413896173,2.651529367550876,6.124687028791195,0.7933333333333333,,,2.3
172,0.6105615062841584,1.486848896393992,2.6539022641343064,6.146613562840114,0.76,,,2.3
173,0.606120359030181,1.489270502213645,2.676997101569088,6.235734630375634,0.8133333333333334,,,2.3
174,0.6181236828752932,1.5207133312071126,2.7248776847206075,6.33843844423248,0.7533333333333333,,,2.2
175,0.615416231671704,1.5121837741334654,2.693562887414089,6.222964285722349,0.7933333333333333,,,2.4
176,0.6280376542252754,1.5472350381023334,2.786768156549508,6.517366193685514,0.7733333333333333,,,2.2
177,0.6149722072971499,1.5008013657894261,2.6770006752044706,6.193079060583647,0.78,,,2.4
178,0.6248020747077644,1.535457893128688,2.7370492668979214,6.333595445182716,0.7933333333333333,,,2.4
179,0.6150062834469933,1.510645703602629,2.701318371771575,6.271868836829316,0.7933333333333333,,,2.3
180,0.612536413580219,1.50263774870035,2.6641991389459294,6.146227430799595,0.7666666666666667,,,2.3
181,0.6030981400110883,1.4821706589948407,2.6500670192873583,6.145471682744003,0.7533333333333333,,,2.3
182,0.6008283988474286,1.475640242152565,2.6550406198838243,6.189996600954022,0.7533333333333333,,,2.3
183,0.5959945731373777,1.452835191827174,2.591659845004479,6.0175229417759155,0.7333333333333333,,,2.4
184,0.6162469514914352,1.4990141086224313,2.669862509001545,6.17509677338753,0.78,,,2.2
185,0.6076962070679715,1.4927127352068543,2.6853750718734704,6.263842646166727,0.7866666666666666,,,2.4
186,0.6087178404755258,1.4849308505584808,2.6501327276991566,6.137052468893353,0.7866666666666666,,,2.3
187,0.6065902148794823,1.4845684457293953,2.6414849898401545,6.0835188050083575,0.7866666666666666,,,2.3
